folder,collection_item_id,instance_id,release_id,artist,title,year,country,label,catno,genre,style,format,img,img_full
For Sale,3923967,2089305792,3923967,Hanne-Lore Kuhse,A Lieder Recital,1967,Canada,RCA Victor Red Seal,LSC-2967,Classical,,"Vinyl, LP, Stereo",images/thumbs/20fb61637e95c1d0.jpeg,images/20fb61637e95c1d0.jpeg
For Sale,25096393,2089737666,25096393,Hansl Krönauer,Ich möcht'gern dein Herz klopfen hör'n,1973,Germany,Telefunken,SLE 14 722-P,Brass & Military,Brass Band,"Vinyl, LP, Album, Stereo",images/thumbs/0a19d478ac6c2995.jpeg,images/0a19d478ac6c2995.jpeg
For Sale,521508,2089993923,521508,Harry Belafonte,Calypso,1956,US,RCA Victor,LPM-1248,Latin,Calypso,"Vinyl, LP, Album, Mono",images/thumbs/3632ef6d49b7d3e6.jpeg,images/3632ef6d49b7d3e6.jpeg
For Sale,3049306,2089695721,3049306,Harry Kaapuni And His Royal Polynesians,Aloha Hawaii,1960,US,Coronet Records,CX-43,"Folk, World, & Country",Hawaiian,"Vinyl, LP, Album, Mono",images/thumbs/d5cd4d40d5d477c0.jpeg,images/d5cd4d40d5d477c0.jpeg
For Sale,9239546,2089305848,9239546,Harry Owens & His Royal Hawaiians,Hawaiian Melodies,1949,US,Columbia,CL 6030,Jazz,Pacific,"Vinyl, LP, 10""",images/thumbs/81d591b0785ebd8d.jpeg,images/81d591b0785ebd8d.jpeg
For Sale,1906517,2090220742,1906517,The Harry Simeone Chorale,The Little Drummer Boy: A Christmas Festival,1966,US,20th Century Fox Records,S 3100,Classical,Holiday,"Vinyl, LP, Album, Reissue, Stereo",images/thumbs/ee46ecd489b1bfd7.jpeg,images/ee46ecd489b1bfd7.jpeg
For Sale,15117259,2089674830,15117259,Heeresmusikkorps 3,HI-FI German Marches,1958,US,Capitol Records,T-10156,Brass & Military,Military,"Vinyl, LP, Album, Mono",images/thumbs/309f095935050bb9.jpeg,images/309f095935050bb9.jpeg
For Sale,6306656,2089508715,6306656,Heino,Mein Vaterland - German Patriotic Songs Of The 19th Century,1977,US,Peters International,PLD 7053,Pop,Folk,"Vinyl, LP, Album",images/thumbs/f76a4bd7b1bd3fe5.jpeg,images/f76a4bd7b1bd3fe5.jpeg
For Sale,14438578,2089305889,14438578,Heintje,Heintje,1968,Austria,Ariola,77 541 IU,Pop,Schlager,"Vinyl, LP, Album",images/thumbs/81a3495b405be1b3.jpeg,images/81a3495b405be1b3.jpeg
For Sale,10110933,2089980582,10110933,Helen Morgan,Helen Morgan Sings The Songs She Made Famous,,US,Audio Rarities,LPA 2330,Jazz,Vocal,"Vinyl, LP, Album",images/thumbs/8153999b61ef1928.jpeg,images/8153999b61ef1928.jpeg
For Sale,2284004,2089981254,2284004,Helen Reddy,I Am Woman,1972,US,Capitol Records,ST-11068,Jazz,Country,"Vinyl, LP, Album",images/thumbs/05422c4279fa4902.jpeg,images/05422c4279fa4902.jpeg
For Sale,5033660,2089737580,5033660,Helmut Zacharias Und Seine Verzauberten Geigen,Golden Award Songs,1959,Germany,Polydor,237 520 SLPHM,Jazz,Easy Listening,"Vinyl, LP, Album, Stereo",images/thumbs/e775deb864cdb334.jpeg,images/e775deb864cdb334.jpeg
For Sale,7318753,2089737669,7318753,Henry Busse And His Orchestra,"The Uncollected Henry Busse, Vol. 2, 1941-1944",1983,US,Hindsight Records (2),HSR-193,Jazz,Big Band,"Vinyl, LP, Album, Mono",images/thumbs/b56499cf5b492800.jpeg,images/b56499cf5b492800.jpeg
For Sale,3738380,2089519632,3738380,Henry Mancini,Plays The Great Academy Award Songs,1964,US,RCA Victor,PRM-151,Jazz,Easy Listening,"Vinyl, LP, Limited Edition, Mono",images/thumbs/eb76f25cd03467a8.jpeg,images/eb76f25cd03467a8.jpeg
For Sale,3660496,2109829544,3660496,Henry Mancini And His Orchestra,The Versatile Henry Mancini And His Orchestra,1959,US,Liberty,LST-7121,Jazz,Easy Listening,"Vinyl, LP, Album, Stereo",images/thumbs/1a56638f09028926.jpeg,images/1a56638f09028926.jpeg
For Sale,1340443,2109829445,1340443,Henry Mancini And His Orchestra And Chorus,Music Of Hawaii,1966,US,RCA Victor,LSP-3713,Pop,Hawaiian,"Vinyl, LP, Album, Stereo",images/thumbs/673a752dabcc85d7.jpeg,images/673a752dabcc85d7.jpeg
For Sale,5361517,2089305979,5361517,Herb Alpert & The Tijuana Brass,!!Going Places!!,1965,US,A&M Records,ST-90507,Jazz,Latin Jazz,"Vinyl, LP, Album, Club Edition, Stereo",images/thumbs/061516fb4783c2b3.jpeg,images/061516fb4783c2b3.jpeg
For Sale,11861986,2089979773,11861986,Herb Alpert & The Tijuana Brass,!!Going Places!!,1965,US,A&M Records,SP-4112,Jazz,Latin Jazz,"Vinyl, LP, Album, Stereo",images/thumbs/a572e462d7a06eeb.jpeg,images/a572e462d7a06eeb.jpeg
For Sale,1181488,2089979817,1181488,Herb Alpert & The Tijuana Brass,Foursider,1973,US,A&M Records,SP-3521,Jazz,Easy Listening,"2x, Vinyl, LP, Compilation, Repress",images/thumbs/7f89b9d741c12d1e.jpeg,images/7f89b9d741c12d1e.jpeg
For Sale,28771270,2089979800,28771270,Herb Alpert & The Tijuana Brass,Herb Alpert's Ninth,1967,US,A&M Records,SP 4134,Jazz,Latin Jazz,"Vinyl, LP, Album, Stereo",images/thumbs/b7ce17263e656f26.jpeg,images/b7ce17263e656f26.jpeg
For Sale,399022,2089979915,399022,Herb Alpert & The Tijuana Brass,S.R.O.,1966,US,A&M Records,SP-4119,Jazz,Mariachi,"Vinyl, LP, Album, Stereo",images/thumbs/b2e9e7d82ff657ca.jpeg,images/b2e9e7d82ff657ca.jpeg
For Sale,14509487,2089306026,14509487,Herb Alpert & The Tijuana Brass,Sounds Like,1967,France,A&M Records,SP 4124,Latin,,"Vinyl, LP, Album, Reissue, Stereo",images/thumbs/b1db040ff7ec3933.jpeg,images/b1db040ff7ec3933.jpeg
For Sale,14509487,2089306044,14509487,Herb Alpert & The Tijuana Brass,Sounds Like,1967,France,A&M Records,SP 4124,Latin,,"Vinyl, LP, Album, Reissue, Stereo",images/thumbs/b1db040ff7ec3933.jpeg,images/b1db040ff7ec3933.jpeg
For Sale,6050772,2089508793,6050772,Herb Alpert & The Tijuana Brass,South Of The Border,1965,US,A&M Records,ST-90073,Jazz,Latin Jazz,"Vinyl, LP, Album, Club Edition, Stereo",images/thumbs/d748c0d52b79f019.jpeg,images/d748c0d52b79f019.jpeg
For Sale,636348,2089979959,636348,Herb Alpert & The Tijuana Brass,The Beat Of The Brass,1968,US,A&M Records,SP-4146,Jazz,Easy Listening,"Vinyl, LP, Stereo, Album",images/thumbs/fbbd92f2d80df68b.jpeg,images/fbbd92f2d80df68b.jpeg
For Sale,398974,2089979859,398974,Herb Alpert & The Tijuana Brass,Warm,1969,US,A&M Records,SP-4190,Jazz,Latin Jazz,"Vinyl, LP, Album, Stereo",images/thumbs/239d7d9679048908.jpeg,images/239d7d9679048908.jpeg
For Sale,10723428,2089519371,10723428,Herb Eberle,Chasing Shadows In The Sun,,US,Ascot Music Inc.,AMI-1102,"Folk, World, & Country",Folk,"Vinyl, LP, Album",images/thumbs/05c59c271da33624.jpeg,images/05c59c271da33624.jpeg
For Sale,5166150,2089695285,5166150,"High On ""Pops"" Orchestra & Chorus",High On Organ & Chimes Christmas,1978,US,Parade Records (2),PA111,Pop,Holiday,"Vinyl, LP",images/thumbs/80d6ceb7963fbfa1.jpeg,images/80d6ceb7963fbfa1.jpeg
For Sale,3734108,2089539193,3734108,Hoagy Carmichael,A Legendary Performer & Composer,1979,US,RCA,CPL1-3370(e),Jazz,Swing,"Vinyl, LP, Compilation, Reissue, Remastered",images/thumbs/825395e4e93d5373.jpeg,images/825395e4e93d5373.jpeg
For Sale,4017442,2089306140,4017442,Hoagy Carmichael,"From ""Star Dust"" To ""Ole Buttermilk Sky""",1980,US,CBS,P3-15343,Jazz,Ballad,"3x, Vinyl, LP, Compilation",images/thumbs/1394c42ee8dfda35.jpeg,images/1394c42ee8dfda35.jpeg
For Sale,1214198,2090081501,1214198,Hoagy Carmichael,Hoagy Sings Carmichael,1982,US,Pausa Records,9006,Jazz,Vocal,"Vinyl, LP, Reissue, Mono",images/thumbs/bb4ab1876be4b979.jpeg,images/bb4ab1876be4b979.jpeg
For Sale,5084384,2089985414,5084384,The Holiday Singers,The Waltons' Christmas Album,1974,US,Columbia,KC 33193,Classical,Vocal,"Vinyl, LP, Album",images/thumbs/0b8ce87b0ce3522c.jpeg,images/0b8ce87b0ce3522c.jpeg
For Sale,9541129,2090407093,9541129,Horst Günter,Über Die Heide,,Germany,Telefunken,BLE 14 333-P,"Folk, World, & Country",,"Vinyl, LP, Mono",images/thumbs/dc1d2e37aecc521f.jpeg,images/dc1d2e37aecc521f.jpeg
For Sale,5422491,2089306163,5422491,Hoyt Axton,Country Anthem,1971,US,Capitol Records,SMAS-850,"Folk, World, & Country",,"Vinyl, LP, Album",images/thumbs/16ac50a6aad59e63.jpeg,images/16ac50a6aad59e63.jpeg
For Sale,26926619,2089676561,26926619,Hugo Montenegro,Music Festival Spain,1965,US,Time Records (3),S/TT 302,Jazz,Easy Listening,"3x, Vinyl, LP, Album, Compilation, Stereo",,
For Sale,1786844,2089534386,1786844,Ian & Sylvia,Early Morning Rain,1965,US,Vanguard,VRS-9175,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Mono",images/thumbs/c0423b901fe8b117.jpeg,images/c0423b901fe8b117.jpeg
For Sale,4607438,2091101442,4607438,Ian & Sylvia,Four Strong Winds,1963,US,Vanguard,VSD 2149,"Folk, World, & Country",,"Vinyl, LP",images/thumbs/42dd730e3fd90a7d.jpeg,images/42dd730e3fd90a7d.jpeg
For Sale,2504723,2089534387,2504723,Ian & Sylvia,Ian & Sylvia,1963,US,Vanguard,VSD 2113,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Reissue, Stereo",images/thumbs/bfde5c8af0244e9e.jpeg,images/bfde5c8af0244e9e.jpeg
For Sale,29993209,2089306205,29993209,Ian & Sylvia,Lovin' Sound,1967,US,MGM Records,ST-91246,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Stereo",images/thumbs/8c952900cb2e4839.jpeg,images/8c952900cb2e4839.jpeg
For Sale,3711709,2089996108,3711709,Ian & Sylvia,Nashville,1968,US,Vanguard,VSD-79284,Rock,Country Rock,"Vinyl, LP, Album",images/thumbs/a7ae0066d6881a41.jpeg,images/a7ae0066d6881a41.jpeg
For Sale,1901122,2089534444,1901122,Ian & Sylvia,Northern Journey,1964,US,Vanguard,VRS-9154,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Mono",images/thumbs/fc68f4ca9f8b24c7.jpeg,images/fc68f4ca9f8b24c7.jpeg
For Sale,2435081,2089534391,2435081,Ian & Sylvia,Play One More,1966,US,Vanguard,VSD-79215,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Stereo",images/thumbs/5e9a576bff981562.jpeg,images/5e9a576bff981562.jpeg
For Sale,11929118,2089534454,11929118,Ian & Sylvia,So Much For Dreaming,1967,US,Vanguard,VSD-79241,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Stereo",images/thumbs/b5bb1bf5b39ab6ac.jpeg,images/b5bb1bf5b39ab6ac.jpeg
For Sale,3520775,2089996083,3520775,Ian & Sylvia,So Much For Dreaming,1968,US,Vanguard,VSD-79241,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Repress, Stereo",images/thumbs/be912e59735761f2.jpeg,images/be912e59735761f2.jpeg
For Sale,12357128,2089519814,12357128,Imelda Miller,Exitos De La Ojiverde,1973,US,Cariño,DBL1 5116,Latin,,"Vinyl, LP, Compilation, Stereo",images/thumbs/0bb4dba8a39c93a5.jpeg,images/0bb4dba8a39c93a5.jpeg
For Sale,14552355,2089306257,14552355,The In Crowd Singers,Will Bronson Presents The In Crowd Singers,1966,US,Solid State Series,SM 17005,Jazz,Easy Listening,"Vinyl, LP, Album, Mono",images/thumbs/7b09508feaf1b877.jpeg,images/7b09508feaf1b877.jpeg
For Sale,3199006,2089297900,3199006,Irving Berlin,Music Of Irving Berlin,1955,Canada,Columbia Masterworks,CL 768,Jazz,Easy Listening,"Vinyl, LP, Reissue, Mono",images/thumbs/1a8ca1f13557e13f.jpeg,images/1a8ca1f13557e13f.jpeg
For Sale,4639339,2089985994,4639339,Isaac Stern,None But The Lonely Heart - Isaac Stern Plays Great Violin Favorites,1963,US,Columbia Masterworks,MS 6496,Classical,Classical,"Vinyl, LP, Album, Compilation, Stereo",images/thumbs/ea5f09a34c83defc.jpeg,images/ea5f09a34c83defc.jpeg
For Sale,8931483,2089508972,8931483,Isaac Stern,"Concerto In D Major For Violin And Orchestra, Op. 77",1953,US,Columbia Masterworks,ML 4530,Classical,Romantic,"Vinyl, LP, Reissue, Mono",images/thumbs/d9607258d066799e.jpeg,images/d9607258d066799e.jpeg
For Sale,11260850,2089737684,11260850,Isaac Stern,"Symphonie Espagnole In D Minor, Op. 21 / Violin Concerto In G Minor, Op. 26",1956,US,Columbia Masterworks,ML 5097,Classical,Romantic,"Vinyl, LP, Mono",images/thumbs/0764967d003d5bcc.jpeg,images/0764967d003d5bcc.jpeg
For Sale,3539237,2089737686,3539237,Itzhak Perlman,The Easy Winners,1975,Israel,Angel Records,ASD 3075,Jazz,Ragtime,"Vinyl, LP",images/thumbs/69cf7734d540c818.jpeg,images/69cf7734d540c818.jpeg
For Sale,1844308,2089701153,1844308,Jack Benny,Remember The Golden Days Of Radio Volume 2,1955,US,Longines Symphonette Society,SY 5184,Non-Music,Political,"Vinyl, LP",images/thumbs/65ecb73f745935e8.jpeg,images/65ecb73f745935e8.jpeg
For Sale,6527842,2089987080,6527842,Jack Greene,All the Time,1967,US,Decca,DL 74904,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/b387118d35fedba9.jpeg,images/b387118d35fedba9.jpeg
For Sale,7306577,2089987140,7306577,Jack Greene,You Are My Treasure,1968,US,Decca,DL 74979,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/cee409800bf20e6f.jpeg,images/cee409800bf20e6f.jpeg
For Sale,31807352,2089508977,31807352,Jack Jenney,Jack Jenney and his Orchestra,1951,US,Columbia,ML 4803,Jazz,Swing,"Vinyl, LP, Compilation",images/thumbs/1e3144dc3d057876.jpeg,images/1e3144dc3d057876.jpeg
For Sale,28811434,2109829273,28811434,Jack Jones,The Impossible Dream,1966,US,Kapp Records,KL-1486,Pop,Vocal,"Vinyl, LP, Album, Mono",images/thumbs/a07c0f9207b760c3.jpeg,images/a07c0f9207b760c3.jpeg
For Sale,23333555,2089519862,23333555,Jack Larson (2),The Official Request Album,,US,O. J. Records,O. J. 100,Rock,Lounge,"Vinyl, LP",images/thumbs/20fba07190f5fd5b.jpeg,images/20fba07190f5fd5b.jpeg
For Sale,5569249,2089688606,5569249,Jack Teagarden,Giants Of Jazz - Jack Teagarden,1979,US,Time Life Records,STL-J08,Jazz,Big Band,"3x, Vinyl, LP, Compilation",images/thumbs/12481031ade7cee9.jpeg,images/12481031ade7cee9.jpeg
For Sale,5866573,2089306400,5866573,Jack Teagarden,Shades Of Night,1959,US,Capitol Records,ST1143,Jazz,,"Vinyl, LP, Album, Stereo",images/thumbs/ec76681e5cd85982.jpeg,images/ec76681e5cd85982.jpeg
For Sale,5515650,2089737693,5515650,Jacqueline François,Les Grandes Chansons (Volume IV),1964,US,Columbia,WL 178,Pop,Chanson,"Vinyl, LP, Compilation, Mono",images/thumbs/59a574a85f10d1e5.jpeg,images/59a574a85f10d1e5.jpeg
For Sale,1500242,2089306423,1500242,James Galway,Annie's Song And Other Galway Favorites,1978,US,RCA Red Seal,ARL1-3061,Stage & Screen,Theme,"Vinyl, LP, Album, Stereo",images/thumbs/c7245d6704e4181a.jpeg,images/c7245d6704e4181a.jpeg
For Sale,2992729,2089509021,2992729,James Levine (2),James Levine Plays Scott Joplin,1977,US,RCA Red Seal,ARL1-2243,Jazz,Ragtime,"Vinyl, LP, Album",images/thumbs/9cf1a65113a473d8.jpeg,images/9cf1a65113a473d8.jpeg
For Sale,8144758,2089306447,8144758,Jan Garber And His Orchestra,Everybody Dance,1961,US,Decca,DL 74066,Jazz,Easy Listening,"Vinyl, LP, Stereo",images/thumbs/6db2a0dd4a6c7a63.jpeg,images/6db2a0dd4a6c7a63.jpeg
For Sale,4060915,2089306465,4060915,Jan Howard,Love Is Like A Spinning Wheel,1972,US,Decca,DL7-5333,"Folk, World, & Country",Country,"Vinyl, LP",images/thumbs/15bcc8d66c361fe9.jpeg,images/15bcc8d66c361fe9.jpeg
For Sale,10366601,2089509025,10366601,Jan Howard,"Sincerely, Jan Howard",1975,US,GRT,GRT-8006,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/cf18e0bad58188ad.jpeg,images/cf18e0bad58188ad.jpeg
For Sale,9659186,2089510844,9659186,Jan Ladislav Dusík,"Concerto In B Flat For 2 Pianos & Orchestra / Andante & Variations For 2 Pianos, 2 Cellos",1969,US,Turnabout,TV 34204,Classical,Romantic,"Vinyl, LP",images/thumbs/ca3f1c7d6a06f5ba.jpeg,images/ca3f1c7d6a06f5ba.jpeg
For Sale,16409634,2109827539,16409634,Jane Morgan,"Something Old, Something New, Something Borrowed, Something Blue",1958,US,Kapp Records,KL-1089,Pop,Ballad,"Vinyl, LP, Stereo",images/thumbs/6ebf25d10f6a403c.jpeg,images/6ebf25d10f6a403c.jpeg
For Sale,5389983,2089306557,5389983,Jean Shepard,"""Poor Sweet Baby"" And Ten More Bill Anderson Songs",1975,US,United Artists Records,UA-LA363-G,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/f27f9c2a496f8190.jpeg,images/f27f9c2a496f8190.jpeg
For Sale,5386267,2089306484,5386267,Jean Shepard,A Real Good Woman,1968,US,Capitol Records,ST 2966,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/7ea81cfa974113b8.jpeg,images/7ea81cfa974113b8.jpeg
For Sale,5386235,2089982411,5386235,Jean Shepard,Heart To Heart,1968,US,Capitol Records,ST 2871,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/e1634749d8caa1aa.jpeg,images/e1634749d8caa1aa.jpeg
For Sale,5386383,2089306514,5386383,Jean Shepard,Here And Now,1971,US,Capitol Records,ST 738,"Folk, World, & Country",Country,"Vinyl, LP, Album",images/thumbs/269a5e0fc5916604.jpeg,images/269a5e0fc5916604.jpeg
For Sale,3447454,2089982872,3447454,Jean Shepard,Many Happy Hangovers,1966,US,Capitol Records,ST 2547,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/738b165dd7e297e6.jpeg,images/738b165dd7e297e6.jpeg
For Sale,5389962,2089995611,5389962,Jean Shepard,Mercy Ain't Love Good,1976,US,United Artists Records,UA-LA 609-G,"Folk, World, & Country",Country,"Vinyl, LP",images/thumbs/91b72efabedd2c28.jpeg,images/91b72efabedd2c28.jpeg
For Sale,10804236,2089306581,10804236,Jean Shepard,The Best Of Jean Shepard,1963,Canada,Capitol Records,T 1922,"Folk, World, & Country",Country,"Vinyl, LP, Compilation",images/thumbs/afc560599043aaa7.jpeg,images/afc560599043aaa7.jpeg
For Sale,2069247,2089983202,2069247,Jean Shepard,The Best Of Jean Shepard,1963,US,Capitol Records,T 1922,"Folk, World, & Country",Country,"Vinyl, LP, Compilation, Mono",images/thumbs/f75811b69bf2edcc.jpeg,images/f75811b69bf2edcc.jpeg
For Sale,4403952,2090221300,4403952,Jean-Pierre Rampal,Rampal Plays Scott Joplin: The Entertainer / Great Crush Collection,1983,US,CBS,FM 37818,Jazz,Ragtime,"Vinyl, LP, Album",images/thumbs/46f0fe156f277cbd.jpeg,images/46f0fe156f277cbd.jpeg
For Sale,11559495,2089306610,11559495,Jeanette MacDonald,Jeanette MacDonald Sings Songs Of Faith And Inspiration,1963,US,RCA Camden,CAL 750,Classical,Vocal,"Vinyl, LP, Album, Mono",images/thumbs/ead39d1f268d6dc7.jpeg,images/ead39d1f268d6dc7.jpeg
For Sale,1497834,2109827063,1497834,Jeanette MacDonald,Favorites In Hi-Fi,1965,US,RCA Victor,LPM-1738,Pop,Vocal,"Vinyl, LP, Album, Repress, Mono",images/thumbs/e3d834fed612f355.jpeg,images/e3d834fed612f355.jpeg
For Sale,2624985,2089509030,2624985,Jeanette MacDonald,Favorites In Stereo,1975,US,RCA,ANL1-1075,Jazz,Vocal,"Vinyl, LP, Album, Reissue",images/thumbs/ad3a993d54b1d470.jpeg,images/ad3a993d54b1d470.jpeg
For Sale,2328342,2089994119,2328342,Jeanette MacDonald,Favorites In Stereo,1959,US,RCA Victor,LSP-1738,Jazz,Vocal,"Vinyl, LP, Album",images/thumbs/9b755dc81bec1b07.jpeg,images/9b755dc81bec1b07.jpeg
For Sale,8694888,2089534469,8694888,Jeanette MacDonald,Legendary Performers,1977,US,RCA,CPL1-2468,Classical,,"Vinyl, LP, Compilation, Reissue",images/thumbs/ae1dd064a7612678.jpeg,images/ae1dd064a7612678.jpeg
For Sale,3722140,2089990134,3722140,Jeanne Pruett,Honey On His Hands,1975,US,MCA Records,MCA-479,"Folk, World, & Country",Country,"Vinyl, LP, Album",images/thumbs/43252ef22952dd83.jpeg,images/43252ef22952dd83.jpeg
For Sale,2492962,2089306681,2492962,Jeanne Pruett,Jeanne Pruett,1974,US,MCA Records,MCA-388,"Folk, World, & Country",Country,"Vinyl, LP, Album",images/thumbs/f315357f08ec3b46.jpeg,images/f315357f08ec3b46.jpeg
For Sale,3617208,2089990035,3617208,Jeanne Pruett,Satin Sheets,1973,US,MCA Records,MCA-338,"Folk, World, & Country",Country,"Vinyl, LP, Album",images/thumbs/401ab069d721d099.jpeg,images/401ab069d721d099.jpeg
For Sale,1524091,2089992010,1524091,Jeannie C. Riley,Harper Valley P.T.A.,1968,US,Plantation Records,PLP 1,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/21e3c755b370fb2d.jpeg,images/21e3c755b370fb2d.jpeg
For Sale,2453981,2089992037,2453981,Jeannie C. Riley,Jeannie C. Riley's Greatest Hits,1971,US,Plantation Records,PLP-13,"Folk, World, & Country",Country,"Vinyl, LP, Compilation",images/thumbs/eb178f218c2ed910.jpeg,images/eb178f218c2ed910.jpeg
For Sale,4465737,2089306749,4465737,Jeannie C. Riley,Sock Soul,1968,US,Little Darlin',SLD-8011,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/40cf309a62aaff89.jpeg,images/40cf309a62aaff89.jpeg
For Sale,11967006,2089509068,11967006,Jeannie C. Riley,Wings To Fly,1979,US,Cross Country (3),R3539,"Folk, World, & Country",Country,"Vinyl, LP, Album",images/thumbs/ab9bc2bd419d6e9b.jpeg,images/ab9bc2bd419d6e9b.jpeg
For Sale,13812143,2090088768,13812143,Jerome Moross,The Big Country (Original Music From The Motion Picture Sound Track),1958,US,United Artists Records,UAL 40004,"Folk, World, & Country",Soundtrack,"Vinyl, LP, Mono",images/thumbs/2b65f46f5063e15a.jpeg,images/2b65f46f5063e15a.jpeg
For Sale,939801,2089990674,939801,Jerry Lee Lewis,Keeps Rockin',1978,US,Mercury,SRM-1-5010,Rock,Rock & Roll,"Vinyl, LP, Mixed",images/thumbs/b4d4da224ff0a018.jpeg,images/b4d4da224ff0a018.jpeg
For Sale,11978578,2089306809,11978578,Jerry Lee Lewis,She Still Comes Around (To Love What's Left Of Me),1969,Canada,Smash Records (4),SRS-67112,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/84b663447290de77.jpeg,images/84b663447290de77.jpeg
For Sale,2693731,2089990557,2693731,Jerry Lee Lewis,The Session Recorded In London With Great Guest Artists,1973,US,Mercury,SRM 2-803,Rock,Rock & Roll,"2x, Vinyl, LP, Album",images/thumbs/ff764bf2ce5bba33.jpeg,images/ff764bf2ce5bba33.jpeg
For Sale,2142218,2089990509,2142218,Jerry Lee Lewis,Who's Gonna Play This Old Piano... (Think About It Darlin'),1972,US,Mercury,SR 61366,Rock,Rock & Roll,"Vinyl, LP, Album",images/thumbs/469c35bffe2665d2.jpeg,images/469c35bffe2665d2.jpeg
For Sale,8688277,2089981710,8688277,Jessi Colter,Diamond In The Rough,1976,US,Capitol Records,ST-511543,"Folk, World, & Country",Country,"Vinyl, LP, Album, Club Edition",images/thumbs/c58537305f13239d.jpeg,images/c58537305f13239d.jpeg
For Sale,16807068,2089306892,16807068,Jessi Colter,I'm Jessi Colter,1975,US,Capitol Records,ST-11363,Rock,Country Rock,"Vinyl, LP, Album, Repress",images/thumbs/613a178e99dd6cad.jpeg,images/613a178e99dd6cad.jpeg
For Sale,993430,2089981364,993430,Jessi Colter,I'm Jessi Colter,1975,US,Capitol Records,ST-11363,Rock,Country Rock,"Vinyl, LP, Album, Stereo",images/thumbs/43b201ac5a81d065.jpeg,images/43b201ac5a81d065.jpeg
For Sale,2059493,2089981425,2059493,Jessi Colter,Jessi,1976,US,Capitol Records,ST 11477,"Folk, World, & Country",Country,"Vinyl, LP, Album",images/thumbs/10c9efcb7407dde4.jpeg,images/10c9efcb7407dde4.jpeg
For Sale,1832314,2089981493,1832314,Jessi Colter,That's The Way A Cowboy Rocks And Rolls,1978,US,Capitol Records,ST-11863,Rock,Country,"Vinyl, LP, Album",images/thumbs/79ecc21e7db45725.jpeg,images/79ecc21e7db45725.jpeg
For Sale,4573887,2089993401,4573887,Jim Ed Brown,Angel's Sunday,1971,US,RCA Victor,LSP-4525,"Folk, World, & Country",Country,"Vinyl, LP, Stereo, Album",images/thumbs/5ea41ef3880c08a6.jpeg,images/5ea41ef3880c08a6.jpeg
For Sale,9071255,2089306976,9071255,Jim Ed Brown,Best Of Jim Ed Brown,1973,Canada,RCA Victor,APL1-0324,"Folk, World, & Country",Country,"Vinyl, LP, Compilation",images/thumbs/7d29c179d4ef5753.jpeg,images/7d29c179d4ef5753.jpeg
For Sale,4846729,2089306997,4846729,Jim Ed Brown,Evening,1972,US,RCA Victor,LSP- 4713,Pop,Country,"Vinyl, LP, Album",images/thumbs/2c47e91ca9187ce7.jpeg,images/2c47e91ca9187ce7.jpeg
For Sale,2008580,2089307010,2008580,Jim Ed Brown,Going Up The Country,1970,US,RCA Victor,LSP-4262,Rock,Country,"Vinyl, LP, Album, Stereo",images/thumbs/3945a407ad8fefe7.jpeg,images/3945a407ad8fefe7.jpeg
For Sale,1139508,2089307027,1139508,Jim Ed Brown,Morning,1971,US,RCA Victor,LSP-4461,Pop,Country Rock,"Vinyl, LP, Album",images/thumbs/6c2f681bd97aa9da.jpeg,images/6c2f681bd97aa9da.jpeg
For Sale,5534213,2089307044,5534213,Jim Ed Brown,This Is My Beat!,1968,US,RCA Victor,LSP-4067,"Folk, World, & Country",Country,"Vinyl, LP, Album, Stereo",images/thumbs/15362df436ab2f0d.jpeg,images/15362df436ab2f0d.jpeg
For Sale,10758375,2089307059,10758375,Jim Ed Brown & Helen Cornelius,"One Man, One Woman",1980,US,RCA Victor,AHL1-3562,"Folk, World, & Country",Country,"Vinyl, LP, Album",images/thumbs/5503192797ac6725.jpeg,images/5503192797ac6725.jpeg
For Sale,2773747,2089983498,2773747,Jim Nabors,Everything Is Beautiful,1970,US,Columbia,C 30129,Pop,Vocal,"Vinyl, LP, Album, Stereo",images/thumbs/ee8872f826f2ffe3.jpeg,images/ee8872f826f2ffe3.jpeg
For Sale,2061989,2089985094,2061989,Jim Nabors,Galveston,1969,US,Columbia,CS 9817,Pop,Country,"Vinyl, LP, Album",images/thumbs/021c325bcbc8d543.jpeg,images/021c325bcbc8d543.jpeg
