folder,collection_item_id,instance_id,release_id,artist,title,year,country,label,catno,genre,style,format,img,img_full
Personal,5475331,2107977918,5475331,Mario Lanza,The Student Prince,1960,US,RCA Victor Red Seal,LSC-2339,Classical,Opera,"Vinyl, LP, Album, Stereo",images/thumbs/4584865c4e4c82e6.jpeg,images/4584865c4e4c82e6.jpeg
Personal,8282358,2107838394,8282358,The Marshall Tucker Band,A New Life,1974,US,Capricorn Records,CP 0124,Rock,Southern Rock,"Vinyl, LP, Album",images/thumbs/524de51f9d7fb489.jpeg,images/524de51f9d7fb489.jpeg
Personal,9116932,2089487734,9116932,The Marshall Tucker Band,Carolina Dreams,1977,US,Capricorn Records,CPK 0180,Rock,Southern Rock,"Vinyl, LP, Album",images/thumbs/c3b011080621e298.jpeg,images/c3b011080621e298.jpeg
Personal,1103537,2107843852,1103537,The Marshall Tucker Band,Greatest Hits,1978,US,Capricorn Records,CPN 0214,Rock,Country Rock,"Vinyl, LP, Compilation, Stereo",images/thumbs/5c08a424f9c37b00.jpeg,images/5c08a424f9c37b00.jpeg
Personal,18215191,2105940504,18215191,The Marshall Tucker Band,Long Hard Ride,1976,US,Capricorn Records,CP 0170,Rock,Country Rock,"Vinyl, LP, Album",images/thumbs/7b5f687c707b3f08.jpeg,images/7b5f687c707b3f08.jpeg
Personal,12363939,2105942430,12363939,The Marshall Tucker Band,Searchin' For A Rainbow,1975,US,Capricorn Records,CP 0161,Rock,Southern Rock,"Vinyl, LP, Album",images/thumbs/8abdf2c8894f20ac.jpeg,images/8abdf2c8894f20ac.jpeg
Personal,12542125,2097241678,12542125,The Marshall Tucker Band,The Marshall Tucker Band,1974,US,Capricorn Records,CP 0112,Rock,Southern Rock,"Vinyl, LP, Album, Repress",images/thumbs/d40be33219d03016.jpeg,images/d40be33219d03016.jpeg
Personal,1949437,2105942620,1949437,The Marshall Tucker Band,Together Forever,1978,US,Capricorn Records,CPN 0205,Rock,Country Rock,"Vinyl, LP, Album",images/thumbs/e3947ad34edb9216.jpeg,images/e3947ad34edb9216.jpeg
Personal,4296288,2107832566,4296288,Martin And Finley,Dazzle 'Em With Footwork,1974,US,Motown,M6-797S1,Rock,,"Vinyl, LP",images/thumbs/e871e9c40ecfcee0.jpeg,images/e871e9c40ecfcee0.jpeg
Personal,3217518,2107975222,3217518,Marty Robbins,Marty Robbins' Greatest Hits Vol. III,1971,US,Columbia,C 30571,"Folk, World, & Country",Country,"Vinyl, LP, Compilation, Stereo",images/thumbs/49b97f60e106fb68.jpeg,images/49b97f60e106fb68.jpeg
Personal,1232250,2107974818,1232250,Mary Martin,South Pacific,1958,US,Columbia Masterworks,OL 4180,Pop,Musical,"Vinyl, LP, Reissue, Mono",images/thumbs/74053941574ad76f.jpeg,images/74053941574ad76f.jpeg
Personal,2784059,2105968310,2784059,Mason Proffit,Come & Gone,1974,US,Warner Bros. Records,2LS 2746,Rock,Folk Rock,"2x, Vinyl, LP, Compilation",images/thumbs/cd479ac4320f1d62.jpeg,images/cd479ac4320f1d62.jpeg
Personal,2827156,2105967626,2827156,Mason Proffit,Wanted,1970,US,Happy Tiger Records,HT-1009,Rock,Folk Rock,"Vinyl, LP, Album",images/thumbs/0736a39d4865f880.jpeg,images/0736a39d4865f880.jpeg
Personal,2457010,2107841732,2457010,Mason Williams,Classical Gas,1987,US,American Gramaphone Records,AG 800,Electronic,Modern Classical,"Vinyl, LP, Album, Stereo",images/thumbs/b42dabd33d8cf722.jpeg,images/b42dabd33d8cf722.jpeg
Personal,321219,2107971205,321219,Mass Production,Turn Up The Music,1981,US,Cotillion,SD 5226,Electronic,Funk,"Vinyl, LP, Album, Stereo",images/thumbs/a9d713993b114040.jpeg,images/a9d713993b114040.jpeg
Personal,662875,2110664883,662875,McCoy Tyner,Focal Point,1976,US,Milestone (4),M-9072,Jazz,Bop,"Vinyl, LP, Album",images/thumbs/976449ee5d5df6bb.jpeg,images/976449ee5d5df6bb.jpeg
Personal,22058398,2103152298,22058398,Men At Work,Business As Usual,1982,US,Columbia,FC 37978,Rock,Pop Rock,"Vinyl, LP, Album, Stereo",images/thumbs/eb708a17b8727b56.jpeg,images/eb708a17b8727b56.jpeg
Personal,19770610,2109818044,19770610,MFSB,Love Is The Message,1973,US,Philadelphia International Records,KZ 32707,Jazz,Soul,"Vinyl, LP, Album, Stereo",images/thumbs/9234d52176991662.jpeg,images/9234d52176991662.jpeg
Personal,5256069,2110296079,5256069,Michael LeGrand,I Love Paris,1954,US,Columbia,CL555,Jazz,Modal,"Vinyl, LP",images/thumbs/f762478f1009c96e.jpeg,images/f762478f1009c96e.jpeg
Personal,2887314,2107974468,2887314,Midnight String Quartet,The Look Of Love And Other Rhapsodies For Young Lovers,1968,US,Viva (3),V36015,Jazz,Easy Listening,"Vinyl, LP, Album, Stereo",images/thumbs/4ff4cad0e3913d26.jpeg,images/4ff4cad0e3913d26.jpeg
Personal,15809418,2107972724,15809418,The Mighty Clouds Of Joy,Changing Times,1979,US,Epic,JE 35971,Funk / Soul,Gospel,"Vinyl, LP, Album",images/thumbs/5cc0943b05ee9d62.jpeg,images/5cc0943b05ee9d62.jpeg
Personal,1872713,2109808029,1872713,Mike Bloomfield,The Live Adventures Of Mike Bloomfield And Al Kooper,1969,US,Columbia,KGP 6,Rock,Blues Rock,"2x, Vinyl, LP, Album",images/thumbs/e6aad1a4622ec05b.jpeg,images/e6aad1a4622ec05b.jpeg
Personal,15230491,2105951540,15230491,Mike Oldfield,Tubular Bells,1973,US,Virgin,VR 13-105,Electronic,Prog Rock,"Vinyl, LP, Album",images/thumbs/c9a9de5d8bbddfeb.jpeg,images/c9a9de5d8bbddfeb.jpeg
Personal,3484553,2110293915,3484553,Milt Raskin,Kapu (Forbidden),1959,US,Crown Records (2),CLP 5110,Jazz,Pacific,"Vinyl, LP, Album, Mono",images/thumbs/14500f00521f8cf9.jpeg,images/14500f00521f8cf9.jpeg
Personal,1165568,2105941473,1165568,Moby Grape,Grape Jam,1968,US,Columbia,MGS 1,Rock,Electric Blues,"Vinyl, LP, Album, Stereo",images/thumbs/d75af521b99b6c2b.jpeg,images/d75af521b99b6c2b.jpeg
Personal,28008150,2097242586,28008150,Moby Grape,Wow,1968,US,Columbia,CS 9613,Rock,Psychedelic Rock,"Vinyl, LP, Album, Repress, Stereo",images/thumbs/ae7e950cd5c7d365.jpeg,images/ae7e950cd5c7d365.jpeg
Personal,1765371,2090229881,1765371,Molly Hatchet,Molly Hatchet,1978,US,Epic,JE 35347,Rock,Southern Rock,"Vinyl, LP, Album",images/thumbs/24ae9a8b19824b18.jpeg,images/24ae9a8b19824b18.jpeg
Personal,2474928,2107838068,2474928,Montreux,Sign Language,1987,US,Windham Hill Records,WH-1058,Electronic,New Age,"Vinyl, LP, Album",images/thumbs/acfbbd5a5c584484.jpeg,images/acfbbd5a5c584484.jpeg
Personal,7231535,2107978780,7231535,Montserrat Caballé,Arias & Duets From Aida / Don Carlo / Manon Lescaut / Mefistofele,,UK,His Master's Voice,SLS 5051,Classical,Opera,"2x, Vinyl, LP, Compilation",images/thumbs/f04e787e38715c51.jpeg,images/f04e787e38715c51.jpeg
Personal,1583698,2105966721,1583698,The Moody Blues,A Question Of Balance,1970,US,Threshold (5),THS 3,Rock,Psychedelic Rock,"Vinyl, LP, Album",images/thumbs/08c2a93bb0568db3.jpeg,images/08c2a93bb0568db3.jpeg
Personal,4335405,2091308033,4335405,The Moody Blues,Every Good Boy Deserves Favour,1971,US,Threshold (5),THS 5,Rock,Psychedelic Rock,"Vinyl, LP, Album",images/thumbs/311554fa5f8d0edc.jpeg,images/311554fa5f8d0edc.jpeg
Personal,6161743,2109813957,6161743,The Moody Blues,Every Good Boy Deserves Favour,1971,US,Threshold (5),THS 5,Rock,Psychedelic Rock,"Vinyl, LP, Album",images/thumbs/8cb44f88556bb27f.jpeg,images/8cb44f88556bb27f.jpeg
Personal,12720216,2091307885,12720216,The Moody Blues,In Search Of The Lost Chord,1968,US,Deram,DES 18017,Rock,Psychedelic Rock,"Vinyl, LP, Album",images/thumbs/1e9c852810facea6.jpeg,images/1e9c852810facea6.jpeg
Personal,6553897,2107843268,6553897,The Moody Blues,In Search Of The Lost Chord,1968,Canada,Deram,DES 18017,Rock,Psychedelic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/98f96e079801666c.jpeg,images/98f96e079801666c.jpeg
Personal,4449285,2092976007,4449285,The Moody Blues,Long Distance Voyager,1981,UK,Threshold (5),TXS 139,Rock,Art Rock,"Vinyl, LP, Album, Stereo",images/thumbs/9d108d559952546c.jpeg,images/9d108d559952546c.jpeg
Personal,4780509,2105957790,4780509,The Moody Blues,Long Distance Voyager,1981,US,Threshold (5),TRL-1-2901,Rock,Art Rock,"Vinyl, LP, Album, Promo",images/thumbs/83cf7a14dd0419cb.jpeg,images/83cf7a14dd0419cb.jpeg
Personal,4780509,2105966804,4780509,The Moody Blues,Long Distance Voyager,1981,US,Threshold (5),TRL-1-2901,Rock,Art Rock,"Vinyl, LP, Album, Promo",images/thumbs/83cf7a14dd0419cb.jpeg,images/83cf7a14dd0419cb.jpeg
Personal,595698,2105955577,595698,The Moody Blues,Octave,1978,US,London Records,PS 708,Rock,Classic Rock,"Vinyl, LP, Album",images/thumbs/379ed49907764ae7.jpeg,images/379ed49907764ae7.jpeg
Personal,1875478,2091309884,1875478,The Moody Blues,Seventh Sojourn,1972,US,Threshold (5),THS 7,Rock,Psychedelic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/ded89b300a98a88b.jpeg,images/ded89b300a98a88b.jpeg
Personal,1875478,2105951258,1875478,The Moody Blues,Seventh Sojourn,1972,US,Threshold (5),THS 7,Rock,Psychedelic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/ded89b300a98a88b.jpeg,images/ded89b300a98a88b.jpeg
Personal,8419595,2109805639,8419595,The Moody Blues,The Other Side Of Life,1986,US,Polydor,829 179-1 Y-1,Rock,Prog Rock,"Vinyl, LP, Album",images/thumbs/56fc331d97f8ad52.jpeg,images/56fc331d97f8ad52.jpeg
Personal,31922569,2110806050,31922569,The Moody Blues,The Present,1983,US,Threshold (5),TRL-1-2902,Rock,Prog Rock,"Vinyl, LP, Album, Club Edition",images/thumbs/5ddbaad8082246e5.jpeg,images/5ddbaad8082246e5.jpeg
Personal,6808979,2091307044,6808979,The Moody Blues,This Is The Moody Blues,1974,US,Threshold (5),2 THS 12/13,Rock,Folk Rock,"2x, Vinyl, LP, Compilation",images/thumbs/9f40074a071c9cf5.jpeg,images/9f40074a071c9cf5.jpeg
Personal,3345284,2109812542,3345284,The Moody Blues,To Our Children's Children's Children,1969,US,Threshold (5),THS 1,Rock,Psychedelic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/e91a6976138c2bad.jpeg,images/e91a6976138c2bad.jpeg
Personal,7720401,2091307242,7720401,The Moody Blues,Days Of Future Passed,1968,US,Deram,DES 18012,Rock,Psychedelic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/171a3edde66be9ff.jpeg,images/171a3edde66be9ff.jpeg
Personal,1770866,2109810610,1770866,The Mothers,Fillmore East - June 1971,1971,US,Bizarre Records,MS 2042,Rock,Garage Rock,"Vinyl, LP, Album, Stereo",images/thumbs/d63111aabb81dcde.jpeg,images/d63111aabb81dcde.jpeg
Personal,1176672,2105950314,1176672,Munich Machine,A Whiter Shade Of Pale,1978,US,Casablanca,NBLP 7090,Electronic,Disco,"Vinyl, LP, Album, Promo",images/thumbs/d20733af1cd37779.jpeg,images/d20733af1cd37779.jpeg
Personal,593666,2107976179,593666,Nancy Wilson,Broadway - My Way,1963,US,Capitol Records,T 1828,Jazz,,"Vinyl, LP, Mono, Album",images/thumbs/056c9304660ad5ea.jpeg,images/056c9304660ad5ea.jpeg
Personal,16025659,2107972180,16025659,Nat King Cole,Unforgettable,1952,US,Capitol Records,DT 357,Jazz,Swing,"Vinyl, LP, Stereo",images/thumbs/f3c52a9baea81301.jpeg,images/f3c52a9baea81301.jpeg
Personal,26374112,2091309651,26374112,Nazareth (2),Hair Of The Dog,1975,US,A&M Records,SP-4511,Rock,Blues Rock,"Vinyl, LP, Album, Remastered, Stereo",images/thumbs/2745bc18263c60e4.jpeg,images/2745bc18263c60e4.jpeg
Personal,328005,2107972584,328005,Neil Larsen,Jungle Fever,1978,US,Horizon (3),SP-733,Jazz,Latin,"Vinyl, LP, Album",images/thumbs/d495bc3bd6ff87c0.jpeg,images/d495bc3bd6ff87c0.jpeg
Personal,2010069,2107972262,2010069,Neil Larsen,Through Any Window,1987,US,MCA Records,MCA-42018,Electronic,Fusion,"Vinyl, LP, Album",images/thumbs/b3313cd3fb1c8260.jpeg,images/b3313cd3fb1c8260.jpeg
Personal,26957849,2107975021,26957849,Neil Sedaka,Sedaka's Back,1974,US,The Rocket Record Company,MCA-463,Rock,,"Vinyl, LP, Album, Compilation, Club Edition",images/thumbs/cd1d13779b2e5022.jpeg,images/cd1d13779b2e5022.jpeg
Personal,1044287,2090229146,1044287,Neil Young,Harvest,1972,US,Reprise Records,MS 2032,Rock,Folk Rock,"Vinyl, LP, Album, Stereo",images/thumbs/cf540ff0f2e0a81c.jpeg,images/cf540ff0f2e0a81c.jpeg
Personal,944143,2090229208,944143,Neil Young,Rust Never Sleeps,1979,US,Reprise Records,HS 2295,Rock,Acoustic,"Vinyl, LP, Album",images/thumbs/65d65fd1ff6154da.jpeg,images/65d65fd1ff6154da.jpeg
Personal,1336190,2105946150,1336190,Neil Young,Everybody Knows This Is Nowhere,1969,US,Reprise Records,RS 6349,Rock,Folk Rock,"Vinyl, LP, Album, Stereo",images/thumbs/ff243e9a6eeb6e71.jpeg,images/ff243e9a6eeb6e71.jpeg
Personal,33741597,2107974922,33741597,The New Christy Minstrels,The Quiet Sides Of The New Christy Minstrels,1965,US,Columbia,CL 2280,"Folk, World, & Country",,"Vinyl, LP, Mono",images/thumbs/149a5580c1ad1262.jpeg,images/149a5580c1ad1262.jpeg
Personal,8038858,2110296223,8038858,The New Symphony Orchestra Of London,Classic Favorites,,US,Golden Tone,C4018,Classical,,"Vinyl, LP, Album",images/thumbs/38414e30c08a4d6b.jpeg,images/38414e30c08a4d6b.jpeg
Personal,3547997,2105939610,3547997,Nikolai Rimsky-Korsakov,The Exotic Rimsky-Korsakov,1969,US,London Records,SPC 21033,Classical,Romantic,"Vinyl, LP, Album, Stereo",images/thumbs/0f83e30ca0f00aba.jpeg,images/0f83e30ca0f00aba.jpeg
Personal,13009678,2105939961,13009678,Nikolai Rimsky-Korsakov,Scheherazade,1977,US,Summit (5),SUM 1022,Classical,,"Vinyl, LP, Album",images/thumbs/3efaa52647122169.jpeg,images/3efaa52647122169.jpeg
Personal,10447756,2107836406,10447756,Nitty Gritty Dirt Band,Dream,1975,US,United Artists Records,UA-LA469-G,Rock,Country,"Vinyl, LP, Album",images/thumbs/16a48c3a79eb9019.jpeg,images/16a48c3a79eb9019.jpeg
Personal,2304407,2107971473,2304407,Nitty Gritty Dirt Band,Rare Junk,1968,US,Liberty,LST-7540,Rock,Country Rock,"Vinyl, LP, Album, Stereo",images/thumbs/460745b5c5208c45.jpeg,images/460745b5c5208c45.jpeg
Personal,4338243,2107971638,4338243,No Artist,Steel Drums,1959,US,HiFi Records,SR-817,Jazz,Technical,"Vinyl, LP, Stereo",images/thumbs/16e75aac1df80292.jpeg,images/16e75aac1df80292.jpeg
Personal,1418633,2109815642,1418633,No Artist,We Came In Peace For All Mankind,1969,US,Century Records (4),36344,Non-Music,Spoken Word,"Vinyl, LP, Album",images/thumbs/4e6ba5690dc5365c.jpeg,images/4e6ba5690dc5365c.jpeg
Personal,1787387,2107834688,1787387,Olivia Newton-John,Physical,1981,US,MCA Records,MCA-5229,Electronic,Pop Rock,"Vinyl, LP, Album, Stereo",images/thumbs/72da3d8327a0bc8f.jpeg,images/72da3d8327a0bc8f.jpeg
Personal,4359728,2105967130,4359728,Olomana,And So We Are,1977,US,Seabird Sound,SS1002,"Folk, World, & Country",Pacific,"Vinyl, LP, Album",images/thumbs/2d3625eda872fb67.jpeg,images/2d3625eda872fb67.jpeg
Personal,213243,2110293607,213243,The Organization,The Big Beat,1985,US,Techno Hop Records,THR-6,Hip Hop,Electro,"Vinyl, 12"", 33 ⅓ RPM",images/thumbs/6df8d7cf1fb96e0e.jpeg,images/6df8d7cf1fb96e0e.jpeg
Personal,717031,2091308381,717031,The Original Star Wars Cast,The Story Of Star Wars,1977,US,20th Century Fox Records,T-550,Non-Music,Dialogue,"Vinyl, LP, Album, Stereo",images/thumbs/9a5d87a9cbe70333.jpeg,images/9a5d87a9cbe70333.jpeg
Personal,857557,2109816769,857557,Orson Welles,War Of The Worlds,1968,US,Longines Symphonette Society,4001,Non-Music,Radioplay,"Vinyl, LP, Remastered, Stereo",images/thumbs/e3dc1ffed7cffb57.jpeg,images/e3dc1ffed7cffb57.jpeg
Personal,6334079,2105940742,6334079,Outlaws,Bring It Back Alive,1978,US,Arista,AL 8300,Rock,Country Rock,"2x, Vinyl, LP, Promo",images/thumbs/37c3e6fd05f77e19.jpeg,images/37c3e6fd05f77e19.jpeg
Personal,1426418,2105965008,1426418,Outlaws,Lady In Waiting,1976,US,Arista,AL 4070,Rock,Country Rock,"Vinyl, LP, Album",images/thumbs/f3c9a00ce5d42cea.jpeg,images/f3c9a00ce5d42cea.jpeg
Personal,7220460,2103155004,7220460,Papa John Creach,Filthy!,1972,US,Grunt (3),FTR-1009,Jazz,Jazz-Rock,"Vinyl, LP, Album",images/thumbs/c0e632c0bd35d017.jpeg,images/c0e632c0bd35d017.jpeg
Personal,2303497,2107840351,2303497,Papa John Creach,I'm The Fiddle Man,1975,US,Buddah Records,BDS 5649,Funk / Soul,Bayou Funk,"Vinyl, LP, Album",images/thumbs/013a658b7d1325e7.jpeg,images/013a658b7d1325e7.jpeg
Personal,8325766,2107842315,8325766,Passport (2),Looking Thru,1974,US,ATCO Records,SD 7042,Jazz,Krautrock,"Vinyl, LP, Album",images/thumbs/3cd75e399be90c3d.jpeg,images/3cd75e399be90c3d.jpeg
Personal,2949298,2107842054,2949298,Passport (2),Man In The Mirror,1983,US,Atlantic,80144-1,Jazz,Fusion,"Vinyl, LP, Album",images/thumbs/55813040a41c6d2c.jpeg,images/55813040a41c6d2c.jpeg
Personal,5514606,2110297336,5514606,Pat Boone,Hymns We Love,1957,US,Dot Records,DLP 25068,Pop,Ballad,"Vinyl, LP, Album, Stereo",images/thumbs/aa800b95ab9abf6d.jpeg,images/aa800b95ab9abf6d.jpeg
Personal,15282034,2105971301,15282034,Paul & Linda McCartney,Ram,1971,US,Apple Records,SMAS-3375,Rock,Pop Rock,"Vinyl, LP, Album, Stereo",images/thumbs/494c0383e9f81b21.jpeg,images/494c0383e9f81b21.jpeg
Personal,6761787,2101264975,6761787,Paul Simon,One-Trick Pony,1980,US,Warner Bros. Records,HS 3472,Pop,Folk Rock,"Vinyl, LP, Album",images/thumbs/6491aad2d17e2168.jpeg,images/6491aad2d17e2168.jpeg
Personal,10618169,2096296551,10618169,Paul Simon,Still Crazy After All These Years,1975,US,Columbia,PC 33540,Rock,Folk Rock,"Vinyl, LP, Album",images/thumbs/ac100dae54008c2e.jpeg,images/ac100dae54008c2e.jpeg
Personal,27694614,2105964112,27694614,Paul Simon,There Goes Rhymin' Simon,1973,US,Columbia,KC 32280,Rock,Folk Rock,"Vinyl, LP, Album",images/thumbs/949c85b339265dbc.jpeg,images/949c85b339265dbc.jpeg
Personal,9797498,2107839513,9797498,Paul Williams (2),Here Comes Inspiration,1974,US,A&M Records,SP-3606,Rock,Soft Rock,"Vinyl, LP, Album, Club Edition",images/thumbs/cc2360f35f644597.jpeg,images/cc2360f35f644597.jpeg
Personal,6515756,2109804643,6515756,Percy Faith,Percy Faith Favorites,1951,US,RCA Victor,WP 306,Pop,Vocal,"3x, Vinyl, 7"", 45 RPM, Album",images/thumbs/442a3d1f4158362a.jpeg,images/442a3d1f4158362a.jpeg
Personal,8056585,2107978919,8056585,Percy Faith & His Orchestra,Bon Voyage!  Continental Souvenirs,1960,US,Columbia,CS 8214,Pop,Easy Listening,"Vinyl, LP, Album, Stereo",images/thumbs/9b613f2ce0af044c.jpeg,images/9b613f2ce0af044c.jpeg
Personal,8064636,2107977301,8064636,Perry Como,Como's Golden Records,1961,US,RCA Victor,LSP-1981,Pop,Vocal,"Vinyl, LP, Compilation, Stereo",images/thumbs/6a412c5ecc9f496b.jpeg,images/6a412c5ecc9f496b.jpeg
Personal,1104302,2092371824,1104302,Pete Townshend,Empty Glass,1980,US,ATCO Records,SD 32-100,Rock,Rock & Roll,"Vinyl, LP, Album",images/thumbs/cd9894562188007c.jpeg,images/cd9894562188007c.jpeg
Personal,6038737,2107838257,6038737,Pete Townshend,Scoop,1983,Scandinavia,ATCO Records,79 0063-1,Rock,Rock & Roll,"2x, Vinyl, LP, Album",images/thumbs/58c2397594d49443.jpeg,images/58c2397594d49443.jpeg
Personal,3252887,2105967840,3252887,Pete Townshend,White City: A Novel,1985,US,ATCO Records,A1 90473,Electronic,Soundtrack,"Vinyl, LP, Album, Club Edition, Stereo",images/thumbs/d41ad7200dc02f5d.jpeg,images/d41ad7200dc02f5d.jpeg
Personal,390345,2105947233,390345,Pete Townshend,Rough Mix,1977,US,MCA Records,MCA-2295,Rock,Folk Rock,"Vinyl, LP, Album",images/thumbs/296b13ffae0f89c9.jpeg,images/296b13ffae0f89c9.jpeg
Personal,5475706,2105948362,5475706,Peter Frampton,Frampton Comes Alive,1976,US,A&M Records,SP-6505-DBX,Rock,Rock & Roll,"2x, Vinyl, LP, Album, Limited Edition",images/thumbs/b9f7f91ca1a52640.jpeg,images/b9f7f91ca1a52640.jpeg
Personal,5718145,2107975575,5718145,Peter Nero,Sunday In New York,1964,US,RCA Victor,LSP-2827,Jazz,,"Vinyl, LP, Album, Misprint, Stereo",images/thumbs/0f779e1de1586678.jpeg,images/0f779e1de1586678.jpeg
Personal,1227278,2103155853,1227278,Peter Wolf,Lights Out,1984,US,EMI America,SJ-17121,Rock,Pop Rock,"Vinyl, LP, Album",images/thumbs/7fe28500c3a17c4c.jpeg,images/7fe28500c3a17c4c.jpeg
Personal,1227278,2105974365,1227278,Peter Wolf,Lights Out,1984,US,EMI America,SJ-17121,Rock,Pop Rock,"Vinyl, LP, Album",images/thumbs/7fe28500c3a17c4c.jpeg,images/7fe28500c3a17c4c.jpeg
Personal,19790008,2109812069,19790008,"Peter, Paul & Mary",(Moving),1962,US,Warner Bros. Records,W 1473,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Mono",images/thumbs/c082642f54edcd12.jpeg,images/c082642f54edcd12.jpeg
Personal,19790008,2110294359,19790008,"Peter, Paul & Mary",(Moving),1962,US,Warner Bros. Records,W 1473,"Folk, World, & Country",Folk,"Vinyl, LP, Album, Mono",images/thumbs/c082642f54edcd12.jpeg,images/c082642f54edcd12.jpeg
Personal,3167735,2105942320,3167735,Phil Collins,Face Value,1981,US,Atlantic,SD-16029,Electronic,Pop Rock,"Vinyl, LP, Album, Club Edition",images/thumbs/2249af2e7d37b8b3.jpeg,images/2249af2e7d37b8b3.jpeg
Personal,676772,2105948649,676772,Phil Collins,No Jacket Required,1985,US,Atlantic,81240-1,Electronic,Synth-pop,"Vinyl, LP, Album, Stereo",images/thumbs/453ff584a16839c6.jpeg,images/453ff584a16839c6.jpeg
Personal,3962525,2109810831,3962525,Pierre Boulez,La Mer - L'Après Midi D'un Faune - Jeux,1967,US,Columbia Masterworks,MS 7361,Classical,Impressionist,"Vinyl, LP, Reissue, Stereo",images/thumbs/5070a7a37a0e6172.jpeg,images/5070a7a37a0e6172.jpeg
Personal,8461830,2105956415,8461830,Poco (3),Legend,1978,US,ABC Records,AA-1099,Rock,Country Rock,"Vinyl, LP, Album, Club Edition",images/thumbs/4a2052f724d6085b.jpeg,images/4a2052f724d6085b.jpeg
Personal,8461830,2105970760,8461830,Poco (3),Legend,1978,US,ABC Records,AA-1099,Rock,Country Rock,"Vinyl, LP, Album, Club Edition",images/thumbs/4a2052f724d6085b.jpeg,images/4a2052f724d6085b.jpeg
Personal,6144851,2107840998,6144851,Poco (3),Rose Of Cimarron,1976,US,ABC Records,ABCD-946,Rock,Country Rock,"Vinyl, LP, Album, Promo",images/thumbs/a56099f164799d64.jpeg,images/a56099f164799d64.jpeg
Personal,676581,2091308611,676581,The Police,Ghost In The Machine,1981,US,A&M Records,SP-3730,Rock,Pop Rock,"Vinyl, LP, Album",images/thumbs/32027d73e0144c58.jpeg,images/32027d73e0144c58.jpeg
Personal,14616535,2091309775,14616535,Procol Harum,A Salty Dog,1969,US,A&M Records,SP 4179,Rock,Psychedelic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/99a00ec257e82f46.jpeg,images/99a00ec257e82f46.jpeg
Personal,1512369,2091306713,1512369,Procol Harum,Exotic Birds And Fruit,1974,US,Chrysalis,CHT 1058,Rock,Symphonic Rock,"Vinyl, LP, Album",images/thumbs/41180e1ffc10d7f0.jpeg,images/41180e1ffc10d7f0.jpeg
Personal,19704997,2105948063,19704997,Procol Harum,The Best Of Procol Harum,1972,US,A&M Records,SP-4401,Rock,Art Rock,"Vinyl, LP, Compilation, Stereo",images/thumbs/461bac2d862a7b87.jpeg,images/461bac2d862a7b87.jpeg
Personal,4497438,2092372729,4497438,Procol Harum,Live,1972,US,A&M Records,SP 4335,Rock,Symphonic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/c01e127d9f9eee1e.jpeg,images/c01e127d9f9eee1e.jpeg
Personal,4497438,2105968139,4497438,Procol Harum,Live,1972,US,A&M Records,SP 4335,Rock,Symphonic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/c01e127d9f9eee1e.jpeg,images/c01e127d9f9eee1e.jpeg
Personal,13028239,2109803738,13028239,Pure Prairie League,If The Shoe Fits,1976,US,RCA Victor,APL1-1247,Rock,Southern Rock,"Vinyl, LP, Album",images/thumbs/025f23da2b0c2d66.jpeg,images/025f23da2b0c2d66.jpeg
Personal,13224220,2109803820,13224220,Pure Prairie League,Two Lane Highway,1975,US,RCA Victor,APL1-0933,Rock,Country Rock,"Vinyl, LP, Album, Stereo",images/thumbs/0a0538d5f7cb8eb3.jpeg,images/0a0538d5f7cb8eb3.jpeg
Personal,2310354,2109807944,2310354,Quarterflash,Quarterflash,1981,US,Geffen Records,GHS 2003,Rock,Pop Rock,"Vinyl, LP, Album",images/thumbs/9e9edaf5f33c1217.jpeg,images/9e9edaf5f33c1217.jpeg
Personal,3043498,2105969900,3043498,Quicksilver Messenger Service,Happy Trails,1969,US,Capitol Records,ST-120,Rock,Acid Rock,"Vinyl, LP, Album, Stereo",images/thumbs/c3ae35c4ac75b287.jpeg,images/c3ae35c4ac75b287.jpeg
Personal,7458271,2107835733,7458271,Quicksilver Messenger Service,Happy Trails,1969,US,Capitol Records,ST-120,Rock,Acid Rock,"Vinyl, LP, Album, Stereo",images/thumbs/ac7b886e8c927351.jpeg,images/ac7b886e8c927351.jpeg
Personal,3008372,2105954544,3008372,Raiders (2),Indian Reservation,1971,US,Columbia,C 30768,Rock,Classic Rock,"Vinyl, LP, Album, Stereo",images/thumbs/958b9fd8fe23d79f.jpeg,images/958b9fd8fe23d79f.jpeg
Personal,1880698,2101220869,1880698,Rainbow,Down To Earth,1979,US,Polydor,PD-1-6221,Rock,Hard Rock,"Vinyl, LP, Album, Stereo",images/thumbs/e403f5ad1dd0dda6.jpeg,images/e403f5ad1dd0dda6.jpeg
Personal,14714816,2109816949,14714816,Randy Bachman,As Brave Belt,1975,US,Reprise Records,MS 2210,Rock,Classic Rock,"Vinyl, LP, Album, Reissue",images/thumbs/f38c75e44dc17537.jpeg,images/f38c75e44dc17537.jpeg
